u,v,e_type,ts,u_type,v_type,e_idx
882,954,4,879867816,1,2,24446
882,1120,5,879867885,1,2,24447
882,1025,5,879867885,1,2,24448
438,1264,5,879867960,1,2,24449
438,1212,4,879867960,1,2,24450
438,1188,5,879867960,1,2,24451
438,1243,4,879867960,1,2,24452
438,1244,4,879867960,1,2,24453
438,1229,2,879867960,1,2,24454
882,1116,5,879867980,1,2,24455
882,1009,4,879867980,1,2,24456
882,1119,4,879867980,1,2,24457
438,952,4,879868005,1,2,24458
438,1124,4,879868005,1,2,24459
438,1043,4,879868024,1,2,24460
438,1788,4,879868042,1,2,24461
438,944,4,879868096,1,2,24462
882,947,4,879868118,1,2,24463
438,1562,4,879868159,1,2,24464
438,1200,4,879868159,1,2,24465
438,1414,4,879868184,1,2,24466
882,1151,5,879868197,1,2,24467
882,1323,5,879868197,1,2,24468
882,976,2,879868197,1,2,24469
882,1321,5,879868198,1,2,24470
438,1198,4,879868242,1,2,24471
438,1225,5,879868264,1,2,24472
438,1180,5,879868278,1,2,24473
438,1227,2,879868308,1,2,24474
438,1064,5,879868328,1,2,24475
438,1163,4,879868328,1,2,24476
438,1195,4,879868364,1,2,24477
438,1223,5,879868423,1,2,24478
438,1091,5,879868443,1,2,24479
438,1224,4,879868494,1,2,24480
438,1809,5,879868529,1,2,24481
438,1061,4,879868529,1,2,24482
438,1807,3,879868547,1,2,24483
438,1758,5,879868581,1,2,24484
438,964,2,879868683,1,2,24485
123,1422,4,879872066,1,2,24486
123,1600,4,879872066,1,2,24487
123,1140,5,879872066,1,2,24488
123,1457,5,879872193,1,2,24489
123,1077,4,879872275,1,2,24490
123,1466,3,879872406,1,2,24491
123,957,5,879872540,1,2,24492
123,1405,4,879872540,1,2,24493
123,1125,4,879872671,1,2,24494
123,1041,4,879872672,1,2,24495
123,1007,3,879872791,1,2,24496
123,1043,4,879872792,1,2,24497
123,2212,2,879872867,1,2,24498
123,1447,5,879872948,1,2,24499
123,1426,4,879873020,1,2,24500
123,966,4,879873020,1,2,24501
123,1375,5,879873120,1,2,24502
123,1128,4,879873120,1,2,24503
123,952,5,879873726,1,2,24504
123,1219,4,879873830,1,2,24505
486,1633,2,879873973,1,2,24506
486,1245,5,879873973,1,2,24507
486,1229,2,879873973,1,2,24508
486,1832,4,879873973,1,2,24509
486,1276,2,879873973,1,2,24510
486,1271,2,879873973,1,2,24511
486,1205,1,879874017,1,2,24512
486,1185,4,879874018,1,2,24513
486,1825,2,879874018,1,2,24514
486,1249,1,879874063,1,2,24515
486,1211,3,879874064,1,2,24516
486,1213,2,879874064,1,2,24517
486,1201,5,879874064,1,2,24518
486,1632,2,879874064,1,2,24519
486,1823,5,879874112,1,2,24520
486,1270,3,879874112,1,2,24521
486,1274,2,879874112,1,2,24522
486,1244,4,879874113,1,2,24523
486,1242,1,879874113,1,2,24524
486,1264,3,879874153,1,2,24525
486,1815,5,879874153,1,2,24526
486,1231,4,879874153,1,2,24527
486,1247,3,879874186,1,2,24528
486,1237,2,879874187,1,2,24529
486,1275,3,879874187,1,2,24530
486,1279,2,879874218,1,2,24531
486,1691,2,879874218,1,2,24532
486,1248,3,879874218,1,2,24533
486,1830,5,879874218,1,2,24534
486,1265,2,879874262,1,2,24535
486,1207,3,879874262,1,2,24536
486,1232,3,879874262,1,2,24537
486,1267,4,879874262,1,2,24538
486,1268,2,879874296,1,2,24539
486,1822,3,879874297,1,2,24540
486,1621,1,879874297,1,2,24541
486,1817,3,879874297,1,2,24542
486,1235,4,879874388,1,2,24543
486,1829,3,879874388,1,2,24544
486,2119,3,879874388,1,2,24545
486,1262,3,879874388,1,2,24546
486,1826,3,879874388,1,2,24547
486,1250,3,879874388,1,2,24548
486,1212,4,879874388,1,2,24549
486,1938,4,879874388,1,2,24550
486,1246,4,879874388,1,2,24551
486,1243,4,879874388,1,2,24552
486,1458,5,879874417,1,2,24553
486,2114,3,879874417,1,2,24554
486,1709,4,879874417,1,2,24555
486,1220,3,879874418,1,2,24556
486,1070,5,879874448,1,2,24557
486,1661,3,879874449,1,2,24558
486,2318,3,879874449,1,2,24559
486,952,5,879874449,1,2,24560
486,1351,3,879874481,1,2,24561
486,1228,5,879874482,1,2,24562
486,2029,3,879874482,1,2,24563
486,1124,4,879874482,1,2,24564
486,2322,3,879874515,1,2,24565
486,2245,3,879874515,1,2,24566
486,2532,3,879874515,1,2,24567
486,2348,5,879874516,1,2,24568
486,1878,4,879874516,1,2,24569
486,1756,5,879874516,1,2,24570
486,1236,3,879874545,1,2,24571
486,1189,3,879874545,1,2,24572
486,2080,5,879874545,1,2,24573
486,1067,5,879874545,1,2,24574
486,2312,3,879874582,1,2,24575
486,1218,4,879874582,1,2,24576
486,2140,4,879874582,1,2,24577
486,993,5,879874582,1,2,24578
486,1194,5,879874582,1,2,24579
486,959,3,879874583,1,2,24580
486,2541,5,879874583,1,2,24581
486,1418,4,879874583,1,2,24582
486,1036,4,879874629,1,2,24583
486,1224,3,879874629,1,2,24584
486,1180,4,879874629,1,2,24585
486,1240,4,879874629,1,2,24586
486,1179,3,879874629,1,2,24587
486,1879,3,879874629,1,2,24588
486,1238,3,879874630,1,2,24589
486,1534,4,879874662,1,2,24590
486,2457,4,879874663,1,2,24591
486,1191,4,879874663,1,2,24592
486,2036,4,879874692,1,2,24593
486,1198,3,879874692,1,2,24594
486,2554,3,879874692,1,2,24595
486,1685,2,879874693,1,2,24596
486,1054,4,879874693,1,2,24597
486,957,5,879874725,1,2,24598
486,2085,5,879874725,1,2,24599
486,2086,3,879874726,1,2,24600
486,2072,4,879874726,1,2,24601
486,1451,4,879874753,1,2,24602
486,950,5,879874753,1,2,24603
486,1193,1,879874753,1,2,24604
486,1490,3,879874753,1,2,24605
486,1918,3,879874783,1,2,24606
486,1957,3,879874784,1,2,24607
486,1227,2,879874784,1,2,24608
486,1761,3,879874784,1,2,24609
486,1051,4,879874810,1,2,24610
486,1937,3,879874811,1,2,24611
486,956,4,879874811,1,2,24612
486,2553,2,879874811,1,2,24613
326,1137,4,879874825,1,2,24614
326,1436,5,879874825,1,2,24615
326,1117,4,879874825,1,2,24616
486,968,4,879874838,1,2,24617
486,1093,3,879874838,1,2,24618
486,2037,2,879874838,1,2,24619
326,1556,5,879874860,1,2,24620
486,944,4,879874870,1,2,24621
486,1216,3,879874871,1,2,24622
486,1080,4,879874871,1,2,24623
486,953,4,879874871,1,2,24624
486,1241,3,879874871,1,2,24625
486,1475,4,879874871,1,2,24626
326,1458,5,879874897,1,2,24627
326,1378,3,879874897,1,2,24628
326,1113,2,879874897,1,2,24629
326,1040,4,879874897,1,2,24630
486,949,4,879874902,1,2,24631
486,2169,4,879874902,1,2,24632
486,1052,3,879874902,1,2,24633
486,1862,3,879874902,1,2,24634
486,1656,3,879874902,1,2,24635
486,1091,2,879874903,1,2,24636
326,1427,5,879874933,1,2,24637
326,1079,4,879874933,1,2,24638
326,1118,1,879874933,1,2,24639
486,1954,4,879874939,1,2,24640
486,1072,4,879874939,1,2,24641
486,1222,4,879874939,1,2,24642
486,1060,3,879874939,1,2,24643
486,1705,4,879874939,1,2,24644
486,1165,3,879874939,1,2,24645
326,1426,5,879874963,1,2,24646
326,1424,1,879874964,1,2,24647
486,1219,4,879874969,1,2,24648
486,1414,5,879874969,1,2,24649
486,1068,3,879874970,1,2,24650
486,1959,2,879874970,1,2,24651
486,1960,3,879874970,1,2,24652
326,1116,5,879874989,1,2,24653
486,2145,4,879874995,1,2,24654
486,1788,4,879874995,1,2,24655
326,1007,4,879875024,1,2,24656
326,1417,5,879875025,1,2,24657
486,1402,2,879875040,1,2,24658
486,1348,4,879875040,1,2,24659
486,2077,3,879875040,1,2,24660
486,1164,4,879875040,1,2,24661
486,1094,2,879875041,1,2,24662
486,1639,3,879875041,1,2,24663
486,1807,3,879875041,1,2,24664
326,1039,3,879875057,1,2,24665
326,1466,4,879875057,1,2,24666
486,1401,3,879875069,1,2,24667
486,963,3,879875069,1,2,24668
486,1893,4,879875069,1,2,24669
486,1867,3,879875069,1,2,24670
326,1441,5,879875083,1,2,24671
326,1421,3,879875083,1,2,24672
326,1463,5,879875151,1,2,24673
326,1597,1,879875151,1,2,24674
486,1789,2,879875154,1,2,24675
486,2215,3,879875154,1,2,24676
326,1121,5,879875175,1,2,24677
326,1372,5,879875175,1,2,24678
486,1540,3,879875187,1,2,24679
486,1628,3,879875188,1,2,24680
486,1089,2,879875188,1,2,24681
486,1768,2,879875188,1,2,24682
486,1064,3,879875188,1,2,24683
486,1416,3,879875188,1,2,24684
326,1377,5,879875203,1,2,24685
326,1362,3,879875203,1,2,24686
486,2552,3,879875220,1,2,24687
486,1187,3,879875220,1,2,24688
486,2025,2,879875221,1,2,24689
486,1684,3,879875221,1,2,24690
326,2069,2,879875243,1,2,24691
326,1260,3,879875243,1,2,24692
326,1130,1,879875243,1,2,24693
486,1223,2,879875249,1,2,24694
486,1090,2,879875249,1,2,24695
486,1487,4,879875249,1,2,24696
326,1097,2,879875271,1,2,24697
326,1448,3,879875271,1,2,24698
486,958,3,879875278,1,2,24699
486,1571,3,879875278,1,2,24700
486,1066,3,879875278,1,2,24701
486,1225,2,879875278,1,2,24702
486,1230,4,879875279,1,2,24703
486,1200,3,879875315,1,2,24704
486,1774,3,879875316,1,2,24705
486,1990,2,879875316,1,2,24706
486,1403,4,879875316,1,2,24707
486,1195,3,879875316,1,2,24708
486,946,2,879875347,1,2,24709
486,2022,2,879875347,1,2,24710
486,1766,4,879875347,1,2,24711
486,2265,3,879875347,1,2,24712
486,1178,2,879875370,1,2,24713
486,1419,3,879875371,1,2,24714
486,964,3,879875371,1,2,24715
326,1032,4,879875398,1,2,24716
326,1464,2,879875399,1,2,24717
326,1648,3,879875399,1,2,24718
486,1869,2,879875408,1,2,24719
486,1538,2,879875408,1,2,24720
486,1049,1,879875408,1,2,24721
326,1600,5,879875431,1,2,24722
486,1489,2,879875440,1,2,24723
486,1660,2,879875440,1,2,24724
486,1163,3,879875441,1,2,24725
486,1563,2,879875441,1,2,24726
486,1188,3,879875441,1,2,24727
326,1123,1,879875457,1,2,24728
326,1074,2,879875457,1,2,24729
326,951,4,879875457,1,2,24730
486,2063,3,879875465,1,2,24731
486,1043,5,879875465,1,2,24732
326,1370,4,879875483,1,2,24733
326,1428,5,879875483,1,2,24734
326,1070,1,879875507,1,2,24735
326,1780,4,879875507,1,2,24736
326,1462,5,879875533,1,2,24737
326,1151,3,879875534,1,2,24738
326,1142,5,879875552,1,2,24739
326,1180,2,879875572,1,2,24740
326,1554,3,879875572,1,2,24741
326,1124,4,879875592,1,2,24742
326,1454,4,879875593,1,2,24743
326,1457,3,879875612,1,2,24744
326,1182,3,879875612,1,2,24745
326,1591,5,879875644,1,2,24746
326,1443,3,879875644,1,2,24747
326,1376,2,879875644,1,2,24748
87,1122,4,879875649,1,2,24749
87,1142,5,879875649,1,2,24750
87,991,4,879875649,1,2,24751
87,1123,4,879875649,1,2,24752
326,1594,4,879875663,1,2,24753
326,999,2,879875691,1,2,24754
326,1531,3,879875691,1,2,24755
326,1559,5,879875724,1,2,24756
326,1145,4,879875724,1,2,24757
326,1321,4,879875724,1,2,24758
87,1087,4,879875734,1,2,24759
87,1138,5,879875736,1,2,24760
87,1117,5,879875736,1,2,24761
87,1115,5,879875737,1,2,24762
326,1138,4,879875752,1,2,24763
87,965,4,879875817,1,2,24764
87,1378,5,879875818,1,2,24765
87,1032,4,879875818,1,2,24766
87,1173,5,879875818,1,2,24767
87,1453,5,879875818,1,2,24768
87,1131,4,879875818,1,2,24769
326,1139,4,879875822,1,2,24770
326,1126,5,879875851,1,2,24771
326,1078,3,879875852,1,2,24772
326,987,1,879875852,1,2,24773
326,952,1,879875852,1,2,24774
87,1628,3,879875856,1,2,24775
87,1216,3,879875857,1,2,24776
326,1104,3,879875873,1,2,24777
326,1450,2,879875873,1,2,24778
87,1064,5,879875893,1,2,24779
87,1348,4,879875893,1,2,24780
87,1171,5,879875893,1,2,24781
326,1551,4,879875930,1,2,24782
326,1552,3,879875930,1,2,24783
87,1745,4,879875940,1,2,24784
87,2124,3,879875940,1,2,24785
87,1521,3,879875940,1,2,24786
87,981,5,879875940,1,2,24787
87,1165,4,879875940,1,2,24788
87,1792,5,879875996,1,2,24789
87,1005,5,879875996,1,2,24790
87,1415,4,879875996,1,2,24791
87,1751,3,879875996,1,2,24792
87,1175,3,879876037,1,2,24793
87,970,4,879876037,1,2,24794
87,1071,3,879876037,1,2,24795
87,1224,4,879876074,1,2,24796
87,1489,3,879876074,1,2,24797
87,2131,2,879876110,1,2,24798
87,1392,3,879876110,1,2,24799
326,1644,4,879876141,1,2,24800
326,1453,5,879876141,1,2,24801
326,944,3,879876159,1,2,24802
326,1366,3,879876159,1,2,24803
87,1513,3,879876163,1,2,24804
326,1154,4,879876184,1,2,24805
326,1119,2,879876184,1,2,24806
87,993,5,879876194,1,2,24807
87,1124,5,879876194,1,2,24808
87,1070,4,879876194,1,2,24809
87,1195,3,879876224,1,2,24810
326,1434,4,879876235,1,2,24811
326,1159,2,879876235,1,2,24812
87,1266,3,879876256,1,2,24813
87,1478,4,879876315,1,2,24814
326,1336,4,879876327,1,2,24815
87,1137,5,879876403,1,2,24816
87,1009,5,879876403,1,2,24817
87,1145,5,879876403,1,2,24818
87,1147,5,879876447,1,2,24819
87,1394,4,879876448,1,2,24820
87,1591,5,879876448,1,2,24821
87,1159,5,879876448,1,2,24822
87,1043,5,879876488,1,2,24823
326,1493,5,879876505,1,2,24824
87,1445,5,879876524,1,2,24825
87,1724,5,879876524,1,2,24826
87,999,4,879876524,1,2,24827
87,1788,4,879876564,1,2,24828
87,992,5,879876564,1,2,24829
87,1095,4,879876564,1,2,24830
87,1635,5,879876565,1,2,24831
87,1315,3,879876565,1,2,24832
87,1353,4,879876565,1,2,24833
882,1013,3,879876573,1,2,24834
882,1074,4,879876573,1,2,24835
882,1408,3,879876573,1,2,24836
882,1525,5,879876573,1,2,24837
87,1420,3,879876610,1,2,24838
87,1732,3,879876610,1,2,24839
87,1054,4,879876611,1,2,24840
87,990,3,879876637,1,2,24841
87,1457,4,879876672,1,2,24842
87,1357,3,879876673,1,2,24843
326,947,1,879876688,1,2,24844
326,1444,3,879876688,1,2,24845
87,1376,3,879876702,1,2,24846
87,1110,4,879876703,1,2,24847
87,1037,4,879876703,1,2,24848
87,1096,5,879876703,1,2,24849
87,956,3,879876734,1,2,24850
87,1814,4,879876734,1,2,24851
87,1671,4,879876768,1,2,24852
87,1744,3,879876768,1,2,24853
882,1509,4,879876806,1,2,24854
882,1502,3,879876806,1,2,24855
882,1145,4,879876806,1,2,24856
882,1078,5,879876806,1,2,24857
882,1086,4,879876806,1,2,24858
87,1992,3,879876812,1,2,24859
87,1652,3,879876812,1,2,24860
87,1264,2,879876813,1,2,24861
87,1887,5,879876848,1,2,24862
87,1015,3,879876848,1,2,24863
326,1171,4,879876861,1,2,24864
326,1125,2,879876861,1,2,24865
326,1173,3,879876861,1,2,24866
326,1120,3,879876881,1,2,24867
326,1511,4,879876882,1,2,24868
326,1328,3,879876882,1,2,24869
87,2128,4,879876885,1,2,24870
87,1658,3,879876885,1,2,24871
87,2129,3,879876886,1,2,24872
326,1175,2,879876941,1,2,24873
326,1172,3,879876941,1,2,24874
326,1170,3,879876941,1,2,24875
87,1665,4,879876946,1,2,24876
87,1971,4,879876946,1,2,24877
326,1792,1,879876975,1,2,24878
326,976,2,879876975,1,2,24879
326,1169,5,879876975,1,2,24880
326,1663,2,879876975,1,2,24881
326,1340,3,879876975,1,2,24882
326,1334,4,879877005,1,2,24883
326,981,3,879877005,1,2,24884
87,1708,3,879877006,1,2,24885
87,1984,4,879877007,1,2,24886
87,2061,3,879877007,1,2,24887
882,1627,3,879877026,1,2,24888
882,1370,5,879877026,1,2,24889
326,996,1,879877039,1,2,24890
326,1392,3,879877039,1,2,24891
87,1869,4,879877043,1,2,24892
87,1767,3,879877043,1,2,24893
87,1747,3,879877083,1,2,24894
87,2123,3,879877127,1,2,24895
87,2122,3,879877127,1,2,24896
87,1520,4,879877127,1,2,24897
882,1038,4,879877155,1,2,24898
326,1606,1,879877159,1,2,24899
87,1101,3,879877173,1,2,24900
87,1723,4,879877173,1,2,24901
87,964,3,879877173,1,2,24902
326,1033,1,879877198,1,2,24903
326,1733,1,879877198,1,2,24904
87,2121,3,879877208,1,2,24905
87,1178,3,879877208,1,2,24906
87,1809,4,879877208,1,2,24907
87,1518,3,879877208,1,2,24908
87,1419,2,879877241,1,2,24909
87,1023,4,879877241,1,2,24910
882,2387,4,879877245,1,2,24911
882,1128,5,879877245,1,2,24912
326,1310,3,879877264,1,2,24913
326,2061,2,879877264,1,2,24914
326,1015,2,879877264,1,2,24915
87,1726,4,879877279,1,2,24916
87,1541,2,879877279,1,2,24917
87,2120,1,879877280,1,2,24918
87,1339,1,879877280,1,2,24919
87,1734,2,879877280,1,2,24920
326,1371,5,879877283,1,2,24921
326,1037,4,879877304,1,2,24922
326,1723,2,879877326,1,2,24923
326,1162,2,879877349,1,2,24924
326,1390,4,879877388,1,2,24925
87,1240,3,879877404,1,2,24926
326,1384,2,879877433,1,2,24927
326,1508,3,879877470,1,2,24928
87,1439,5,879877709,1,2,24929
87,1366,3,879877710,1,2,24930
87,1077,4,879877740,1,2,24931
87,1600,4,879877740,1,2,24932
87,1370,4,879877824,1,2,24933
87,1075,5,879877930,1,2,24934
882,1039,4,879878140,1,2,24935
882,1022,5,879878486,1,2,24936
882,1366,5,879878486,1,2,24937
882,1042,5,879878486,1,2,24938
108,1691,3,879879662,1,2,24939
108,1237,4,879879662,1,2,24940
108,1247,3,879879662,1,2,24941
108,1262,5,879879662,1,2,24942
882,1137,3,879879668,1,2,24943
108,944,4,879879720,1,2,24944
108,1070,4,879879720,1,2,24945
108,1165,2,879879720,1,2,24946
882,1129,5,879879731,1,2,24947
882,1603,3,879879731,1,2,24948
108,1067,4,879879757,1,2,24949
882,1044,3,879879807,1,2,24950
882,1363,5,879879807,1,2,24951
882,1444,5,879879807,1,2,24952
882,1605,3,879879807,1,2,24953
882,1559,4,879879807,1,2,24954
108,950,5,879879812,1,2,24955
882,1359,4,879879868,1,2,24956
882,1170,4,879879868,1,2,24957
882,1083,3,879879868,1,2,24958
882,2059,4,879879868,1,2,24959
108,1227,3,879879911,1,2,24960
108,1195,3,879879961,1,2,24961
108,1661,4,879879985,1,2,24962
108,1224,4,879879985,1,2,24963
108,1683,3,879880055,1,2,24964
108,1198,2,879880094,1,2,24965
882,1682,4,879880131,1,2,24966
882,1336,4,879880132,1,2,24967
882,1912,5,879880132,1,2,24968
108,1348,3,879880157,1,2,24969
108,1874,2,879880190,1,2,24970
810,1231,3,879895233,1,2,24971
810,1237,5,879895233,1,2,24972
810,1264,5,879895290,1,2,24973
810,1266,4,879895314,1,2,24974
810,1186,4,879895350,1,2,24975
810,1824,4,879895350,1,2,24976
810,1816,3,879895403,1,2,24977
810,1232,5,879895403,1,2,24978
810,1621,4,879895453,1,2,24979
810,1821,4,879895500,1,2,24980
894,1212,3,879896041,1,2,24981
894,1211,3,879896041,1,2,24982
894,1185,4,879896041,1,2,24983
894,1245,4,879896041,1,2,24984
894,1201,4,879896109,1,2,24985
894,1232,2,879896109,1,2,24986
894,1213,3,879896141,1,2,24987
894,1231,3,879896141,1,2,24988
894,1205,4,879896141,1,2,24989
894,1822,4,879896141,1,2,24990
894,1269,3,879896168,1,2,24991
894,1235,4,879896168,1,2,24992
894,1267,3,879896168,1,2,24993
894,1277,3,879896200,1,2,24994
894,1242,3,879896200,1,2,24995
894,1633,4,879896200,1,2,24996
894,1275,3,879896233,1,2,24997
894,1691,3,879896233,1,2,24998
894,1265,3,879896267,1,2,24999
894,1621,3,879896268,1,2,25000
894,2238,3,879896268,1,2,25001
894,1933,3,879896268,1,2,25002
894,1266,2,879896268,1,2,25003
894,1203,2,879896268,1,2,25004
894,1207,3,879896309,1,2,25005
894,1271,4,879896466,1,2,25006
894,1243,4,879896466,1,2,25007
894,1458,4,879896654,1,2,25008
894,2194,4,879896654,1,2,25009
894,2322,4,879896673,1,2,25010
894,1241,3,879896673,1,2,25011
894,1238,3,879896704,1,2,25012
894,1477,4,879896704,1,2,25013
894,1199,3,879896704,1,2,25014
894,1276,4,879896756,1,2,25015
894,1283,4,879896756,1,2,25016
894,1249,4,879896756,1,2,25017
894,1831,4,879896756,1,2,25018
894,1229,5,879896756,1,2,25019
894,1246,4,879896756,1,2,25020
894,1479,5,879896756,1,2,25021
894,1262,4,879896756,1,2,25022
894,1878,3,879896815,1,2,25023
894,1198,3,879896836,1,2,25024
894,1879,4,879896836,1,2,25025
894,1191,4,879896836,1,2,25026
894,1192,3,879896872,1,2,25027
894,1195,3,879896897,1,2,25028
894,1966,3,879896898,1,2,25029
894,1193,4,879896898,1,2,25030
894,2169,4,879896920,1,2,25031
894,1478,4,879896920,1,2,25032
894,1959,3,879896920,1,2,25033
894,2201,3,879896949,1,2,25034
894,2198,4,879896949,1,2,25035
894,1187,4,879896985,1,2,25036
894,2258,3,879896985,1,2,25037
894,1133,5,879897100,1,2,25038
894,962,4,879897100,1,2,25039
894,1790,4,879897122,1,2,25040
894,1166,4,879897149,1,2,25041
894,1261,5,879897168,1,2,25042
894,1422,5,879897198,1,2,25043
894,1454,4,879897198,1,2,25044
894,1077,4,879897198,1,2,25045
894,2074,4,879897198,1,2,25046
894,2137,5,879897235,1,2,25047
894,1455,5,879897489,1,2,25048
545,1271,4,879898301,1,2,25049
545,1214,3,879898362,1,2,25050
545,1632,4,879898362,1,2,25051
545,1269,3,879898447,1,2,25052
545,1209,2,879898447,1,2,25053
545,1623,2,879898486,1,2,25054
545,1201,3,879898617,1,2,25055
545,993,5,879898644,1,2,25056
545,1124,5,879898644,1,2,25057
545,1200,5,879898678,1,2,25058
545,1936,2,879898802,1,2,25059
545,1197,4,879898995,1,2,25060
545,1032,3,879899125,1,2,25061
545,1115,5,879899125,1,2,25062
545,1126,4,879899125,1,2,25063
545,1117,4,879899125,1,2,25064
545,1119,4,879899125,1,2,25065
545,1087,3,879899125,1,2,25066
545,1165,4,879899157,1,2,25067
545,1138,4,879899158,1,2,25068
545,1153,5,879899158,1,2,25069
545,965,3,879899158,1,2,25070
545,1131,2,879899233,1,2,25071
545,1022,4,879899233,1,2,25072
545,1060,4,879899233,1,2,25073
545,1039,5,879899233,1,2,25074
545,998,3,879899233,1,2,25075
545,1171,5,879899266,1,2,25076
545,1011,4,879899266,1,2,25077
545,1025,4,879899266,1,2,25078
545,1328,3,879899266,1,2,25079
545,1415,5,879899266,1,2,25080
545,1064,5,879899299,1,2,25081
545,1511,3,879899299,1,2,25082
545,1608,3,879899299,1,2,25083
545,1120,3,879899299,1,2,25084
545,1173,5,879899327,1,2,25085
545,1493,3,879899327,1,2,25086
545,1176,4,879899380,1,2,25087
545,1172,3,879899380,1,2,25088
545,1348,4,879899380,1,2,25089
545,1346,5,879899380,1,2,25090
545,1627,4,879899380,1,2,25091
545,1170,4,879899380,1,2,25092
545,1169,3,879899438,1,2,25093
545,1622,2,879899438,1,2,25094
545,1509,4,879899438,1,2,25095
545,1005,5,879899438,1,2,25096
545,1174,4,879899472,1,2,25097
545,1579,3,879899472,1,2,25098
545,1104,4,879899472,1,2,25099
545,960,3,879899472,1,2,25100
545,1374,3,879899472,1,2,25101
545,1392,2,879899497,1,2,25102
545,1497,3,879899497,1,2,25103
545,1753,4,879899523,1,2,25104
545,1316,3,879899523,1,2,25105
545,1484,4,879899548,1,2,25106
545,1675,4,879899619,1,2,25107
545,1151,3,879899619,1,2,25108
545,1118,4,879899641,1,2,25109
545,1147,4,879899641,1,2,25110
545,1137,3,879899677,1,2,25111
545,1591,3,879899719,1,2,25112
545,1041,5,879899861,1,2,25113
545,1177,3,879899905,1,2,25114
545,1161,4,879899906,1,2,25115
545,1107,4,879899906,1,2,25116
545,1160,5,879899934,1,2,25117
545,1356,4,879899977,1,2,25118
545,1387,3,879899978,1,2,25119
545,1390,3,879899978,1,2,25120
545,1322,4,879900010,1,2,25121
545,1512,3,879900011,1,2,25122
545,1506,3,879900011,1,2,25123
545,1494,4,879900053,1,2,25124
545,1016,4,879900121,1,2,25125
545,1111,4,879900156,1,2,25126
545,1116,5,879900185,1,2,25127
545,1467,4,879900185,1,2,25128
545,1653,3,879900227,1,2,25129
545,1689,4,879900321,1,2,25130
545,1394,3,879900366,1,2,25131
545,1145,4,879900388,1,2,25132
545,1154,3,879900586,1,2,25133
545,1635,3,879900654,1,2,25134
545,1023,3,879900654,1,2,25135
545,1887,4,879900731,1,2,25136
545,1110,3,879900731,1,2,25137
545,1971,4,879900731,1,2,25138
545,1342,4,879900794,1,2,25139
545,1037,3,879900794,1,2,25140
545,1327,3,879900863,1,2,25141
545,1336,4,879900891,1,2,25142
545,1518,3,879900985,1,2,25143
545,1338,4,879901092,1,2,25144
545,1489,3,879901281,1,2,25145
545,1686,3,879901322,1,2,25146
545,944,5,879901359,1,2,25147
545,1763,3,879901359,1,2,25148
545,1038,4,879901458,1,2,25149
545,1531,4,879901459,1,2,25150
545,1014,5,879901459,1,2,25151
545,1369,3,879901483,1,2,25152
545,2034,3,879901483,1,2,25153
545,1570,3,879901504,1,2,25154
545,1044,4,879901538,1,2,25155
870,1679,1,879901654,1,2,25156
870,1642,3,879901671,1,2,25157
870,1413,3,879901727,1,2,25158
545,1040,3,879901865,1,2,25159
870,1376,3,879901879,1,2,25160
545,1492,4,879901920,1,2,25161
545,1031,3,879901941,1,2,25162
870,2173,2,879901998,1,2,25163
870,1338,3,879901999,1,2,25164
870,1706,4,879902059,1,2,25165
545,1098,3,879902060,1,2,25166
870,1985,2,879902127,1,2,25167
870,2151,2,879902128,1,2,25168
870,1522,2,879902161,1,2,25169
870,2033,2,879902161,1,2,25170
870,2153,1,879902161,1,2,25171
870,1517,1,879902181,1,2,25172
870,1321,3,879902226,1,2,25173
389,1245,5,879915633,1,2,25174
389,1229,2,879915633,1,2,25175
389,1070,5,879915701,1,2,25176
389,1534,3,879915726,1,2,25177
389,993,5,879915780,1,2,25178
389,1418,5,879915780,1,2,25179
389,1124,4,879915806,1,2,25180
389,1790,4,879915806,1,2,25181
389,1950,4,879915832,1,2,25182
389,944,4,879915860,1,2,25183
389,1228,5,879916076,1,2,25184
389,1200,3,879916077,1,2,25185
389,1414,4,879916077,1,2,25186
389,1869,3,879916099,1,2,25187
389,1226,5,879916099,1,2,25188
389,958,2,879916135,1,2,25189
389,968,3,879916170,1,2,25190
389,1706,1,879916203,1,2,25191
389,1353,3,879916238,1,2,25192
389,1183,3,879916254,1,2,25193
389,1244,4,879916385,1,2,25194
385,1465,4,879924244,1,2,25195
385,1808,4,879924267,1,2,25196
532,1281,3,879931705,1,2,25197
553,1250,4,879948235,1,2,25198
553,1422,5,879948386,1,2,25199
553,1584,4,879948386,1,2,25200
553,1554,5,879948386,1,2,25201
553,1032,5,879948386,1,2,25202
553,1458,5,879948386,1,2,25203
553,1426,5,879948423,1,2,25204
553,1121,5,879948460,1,2,25205
553,1439,3,879948460,1,2,25206
553,1440,4,879948460,1,2,25207
553,1466,4,879948508,1,2,25208
553,1370,5,879948508,1,2,25209
553,1208,5,879948508,1,2,25210
553,2069,4,879948508,1,2,25211
553,1042,5,879948508,1,2,25212
553,1129,3,879948552,1,2,25213
553,1218,5,879948552,1,2,25214
553,1423,5,879948552,1,2,25215
553,1591,4,879948552,1,2,25216
553,1417,5,879948609,1,2,25217
553,1130,5,879948609,1,2,25218
553,1075,4,879948610,1,2,25219
553,1074,5,879948655,1,2,25220
553,1366,3,879948655,1,2,25221
553,1079,4,879948655,1,2,25222
553,1321,3,879948655,1,2,25223
553,1181,5,879948655,1,2,25224
